,datapoint,template,row,column,dtype
335,"S.03.01.01.02,r0300,c0040",S.03.01.01.02,r0300,c0040,int64
336,"S.03.02.01.01,c0020",S.03.02.01.01,,c0020,object
337,"S.03.02.01.01,c0030",S.03.02.01.01,,c0030,object
338,"S.03.02.01.01,c0050",S.03.02.01.01,,c0050,object
339,"S.03.02.01.01,c0060",S.03.02.01.01,,c0060,object
340,"S.03.02.01.01,c0070",S.03.02.01.01,,c0070,object
341,"S.03.02.01.01,c0080",S.03.02.01.01,,c0080,float64
342,"S.03.02.01.01,c0090",S.03.02.01.01,,c0090,object
343,"S.03.02.01.01,c0010",S.03.02.01.01,,c0010,object
344,"S.03.03.01.01,c0020",S.03.03.01.01,,c0020,object
345,"S.03.03.01.01,c0030",S.03.03.01.01,,c0030,object
346,"S.03.03.01.01,c0050",S.03.03.01.01,,c0050,object
347,"S.03.03.01.01,c0060",S.03.03.01.01,,c0060,object
348,"S.03.03.01.01,c0070",S.03.03.01.01,,c0070,float64
349,"S.03.03.01.01,c0080",S.03.03.01.01,,c0080,object
350,"S.03.03.01.01,c0090",S.03.03.01.01,,c0090,object
351,"S.03.03.01.01,c0010",S.03.03.01.01,,c0010,object
352,"S.04.01.01.01,r0020,c0010",S.04.01.01.01,r0020,c0010,float64
353,"S.04.01.01.01,r0030,c0010",S.04.01.01.01,r0030,c0010,float64
354,"S.04.01.01.01,r0040,c0010",S.04.01.01.01,r0040,c0010,int64
355,"S.04.01.01.01,r0020,c0020",S.04.01.01.01,r0020,c0020,float64
356,"S.04.01.01.01,r0030,c0020",S.04.01.01.01,r0030,c0020,float64
357,"S.04.01.01.01,r0040,c0020",S.04.01.01.01,r0040,c0020,float64
358,"S.04.01.01.01,r0020,c0030",S.04.01.01.01,r0020,c0030,float64
359,"S.04.01.01.01,r0020,c0040",S.04.01.01.01,r0020,c0040,float64
360,"S.04.01.01.01,r0030,c0040",S.04.01.01.01,r0030,c0040,float64
361,"S.04.01.01.01,r0040,c0040",S.04.01.01.01,r0040,c0040,float64
362,"S.04.01.01.01,r0020,c0050",S.04.01.01.01,r0020,c0050,float64
363,"S.04.01.01.01,r0030,c0050",S.04.01.01.01,r0030,c0050,float64
364,"S.04.01.01.01,r0040,c0050",S.04.01.01.01,r0040,c0050,float64
365,"S.04.01.01.01,r0020,c0060",S.04.01.01.01,r0020,c0060,float64
366,"S.04.01.01.01,r0020,c0070",S.04.01.01.01,r0020,c0070,float64
367,"S.04.01.01.01,r0030,c0070",S.04.01.01.01,r0030,c0070,float64
368,"S.04.01.01.01,r0040,c0070",S.04.01.01.01,r0040,c0070,float64
369,"S.04.01.01.01,pages2c_bl",S.04.01.01.01,pages,c_bl,object
370,"S.04.01.01.02,r0020,c0080",S.04.01.01.02,r0020,c0080,int64
371,"S.04.01.01.02,r0030,c0080",S.04.01.01.02,r0030,c0080,int64
372,"S.04.01.01.02,r0040,c0080",S.04.01.01.02,r0040,c0080,int64
373,"S.04.01.01.02,r0020,c0090",S.04.01.01.02,r0020,c0090,int64
374,"S.04.01.01.02,r0030,c0090",S.04.01.01.02,r0030,c0090,int64
375,"S.04.01.01.02,r0040,c0090",S.04.01.01.02,r0040,c0090,int64
376,"S.04.01.01.02,pages2c_lr",S.04.01.01.02,pages,c_lr,object
377,"S.04.01.01.02,pages2c_bl",S.04.01.01.02,pages,c_bl,object
378,"S.04.01.01.03,r0020,c0100",S.04.01.01.03,r0020,c0100,float64
379,"S.04.01.01.03,pages2c_la",S.04.01.01.03,pages,c_la,object
380,"S.04.01.01.03,pages2c_bl",S.04.01.01.03,pages,c_bl,object
381,"S.04.01.01.04,r0020,c0110",S.04.01.01.04,r0020,c0110,int64
382,"S.04.01.01.04,r0030,c0110",S.04.01.01.04,r0030,c0110,int64
383,"S.04.01.01.04,r0040,c0110",S.04.01.01.04,r0040,c0110,int64
384,"S.04.01.01.04,pages2c_lr",S.04.01.01.04,pages,c_lr,object
385,"S.04.01.01.04,pages2c_bl",S.04.01.01.04,pages,c_bl,object
386,"S.04.02.01.01,r0020,c0010",S.04.02.01.01,r0020,c0010,int64
387,"S.04.02.01.01,r0030,c0010",S.04.02.01.01,r0030,c0010,float64
388,"S.04.02.01.02,r0020,c0020",S.04.02.01.02,r0020,c0020,float64
389,"S.04.02.01.02,r0030,c0020",S.04.02.01.02,r0030,c0020,float64
390,"S.04.02.01.02,r0020,c0030",S.04.02.01.02,r0020,c0030,int64
391,"S.04.02.01.02,r0030,c0030",S.04.02.01.02,r0030,c0030,float64
392,"S.04.02.01.02,pages2c_lg",S.04.02.01.02,pages,c_lg,object
393,"S.05.01.01.01,r0110,c0010",S.05.01.01.01,r0110,c0010,int64
394,"S.05.01.01.01,r0120,c0010",S.05.01.01.01,r0120,c0010,int64
395,"S.05.01.01.01,r0140,c0010",S.05.01.01.01,r0140,c0010,int64
396,"S.05.01.01.01,r0200,c0010",S.05.01.01.01,r0200,c0010,int64
397,"S.05.01.01.01,r0210,c0010",S.05.01.01.01,r0210,c0010,int64
398,"S.05.01.01.01,r0220,c0010",S.05.01.01.01,r0220,c0010,int64
399,"S.05.01.01.01,r0240,c0010",S.05.01.01.01,r0240,c0010,int64
400,"S.05.01.01.01,r0300,c0010",S.05.01.01.01,r0300,c0010,int64
401,"S.05.01.01.01,r0310,c0010",S.05.01.01.01,r0310,c0010,int64
402,"S.05.01.01.01,r0320,c0010",S.05.01.01.01,r0320,c0010,int64
403,"S.05.01.01.01,r0340,c0010",S.05.01.01.01,r0340,c0010,int64
404,"S.05.01.01.01,r0400,c0010",S.05.01.01.01,r0400,c0010,int64
405,"S.05.01.01.01,r0410,c0010",S.05.01.01.01,r0410,c0010,int64
406,"S.05.01.01.01,r0420,c0010",S.05.01.01.01,r0420,c0010,int64
407,"S.05.01.01.01,r0440,c0010",S.05.01.01.01,r0440,c0010,int64
408,"S.05.01.01.01,r0500,c0010",S.05.01.01.01,r0500,c0010,int64
409,"S.05.01.01.01,r0550,c0010",S.05.01.01.01,r0550,c0010,int64
410,"S.05.01.01.01,r0610,c0010",S.05.01.01.01,r0610,c0010,int64
411,"S.05.01.01.01,r0620,c0010",S.05.01.01.01,r0620,c0010,int64
412,"S.05.01.01.01,r0640,c0010",S.05.01.01.01,r0640,c0010,int64
413,"S.05.01.01.01,r0700,c0010",S.05.01.01.01,r0700,c0010,int64
414,"S.05.01.01.01,r0710,c0010",S.05.01.01.01,r0710,c0010,int64
415,"S.05.01.01.01,r0720,c0010",S.05.01.01.01,r0720,c0010,int64
416,"S.05.01.01.01,r0740,c0010",S.05.01.01.01,r0740,c0010,int64
417,"S.05.01.01.01,r0800,c0010",S.05.01.01.01,r0800,c0010,int64
418,"S.05.01.01.01,r0810,c0010",S.05.01.01.01,r0810,c0010,int64
419,"S.05.01.01.01,r0820,c0010",S.05.01.01.01,r0820,c0010,int64
420,"S.05.01.01.01,r0840,c0010",S.05.01.01.01,r0840,c0010,int64
421,"S.05.01.01.01,r0900,c0010",S.05.01.01.01,r0900,c0010,int64
422,"S.05.01.01.01,r0910,c0010",S.05.01.01.01,r0910,c0010,int64
423,"S.05.01.01.01,r0920,c0010",S.05.01.01.01,r0920,c0010,int64
424,"S.05.01.01.01,r0940,c0010",S.05.01.01.01,r0940,c0010,int64
425,"S.05.01.01.01,r1000,c0010",S.05.01.01.01,r1000,c0010,int64
426,"S.05.01.01.01,r1010,c0010",S.05.01.01.01,r1010,c0010,int64
427,"S.05.01.01.01,r1020,c0010",S.05.01.01.01,r1020,c0010,int64
428,"S.05.01.01.01,r1040,c0010",S.05.01.01.01,r1040,c0010,int64
429,"S.05.01.01.01,r1100,c0010",S.05.01.01.01,r1100,c0010,int64
430,"S.05.01.01.01,r0110,c0020",S.05.01.01.01,r0110,c0020,float64
431,"S.05.01.01.01,r0120,c0020",S.05.01.01.01,r0120,c0020,int64
432,"S.05.01.01.01,r0140,c0020",S.05.01.01.01,r0140,c0020,int64
433,"S.05.01.01.01,r0200,c0020",S.05.01.01.01,r0200,c0020,float64
434,"S.05.01.01.01,r0210,c0020",S.05.01.01.01,r0210,c0020,float64
435,"S.05.01.01.01,r0220,c0020",S.05.01.01.01,r0220,c0020,int64
436,"S.05.01.01.01,r0240,c0020",S.05.01.01.01,r0240,c0020,int64
437,"S.05.01.01.01,r0300,c0020",S.05.01.01.01,r0300,c0020,float64
438,"S.05.01.01.01,r0310,c0020",S.05.01.01.01,r0310,c0020,float64
439,"S.05.01.01.01,r0320,c0020",S.05.01.01.01,r0320,c0020,int64
440,"S.05.01.01.01,r0340,c0020",S.05.01.01.01,r0340,c0020,int64
441,"S.05.01.01.01,r0400,c0020",S.05.01.01.01,r0400,c0020,float64
442,"S.05.01.01.01,r0410,c0020",S.05.01.01.01,r0410,c0020,int64
443,"S.05.01.01.01,r0420,c0020",S.05.01.01.01,r0420,c0020,int64
444,"S.05.01.01.01,r0440,c0020",S.05.01.01.01,r0440,c0020,int64
445,"S.05.01.01.01,r0500,c0020",S.05.01.01.01,r0500,c0020,int64
446,"S.05.01.01.01,r0550,c0020",S.05.01.01.01,r0550,c0020,float64
447,"S.05.01.01.01,r0610,c0020",S.05.01.01.01,r0610,c0020,float64
448,"S.05.01.01.01,r0620,c0020",S.05.01.01.01,r0620,c0020,int64
449,"S.05.01.01.01,r0640,c0020",S.05.01.01.01,r0640,c0020,int64
450,"S.05.01.01.01,r0700,c0020",S.05.01.01.01,r0700,c0020,float64
451,"S.05.01.01.01,r0710,c0020",S.05.01.01.01,r0710,c0020,int64
452,"S.05.01.01.01,r0720,c0020",S.05.01.01.01,r0720,c0020,int64
453,"S.05.01.01.01,r0740,c0020",S.05.01.01.01,r0740,c0020,int64
454,"S.05.01.01.01,r0800,c0020",S.05.01.01.01,r0800,c0020,int64
455,"S.05.01.01.01,r0810,c0020",S.05.01.01.01,r0810,c0020,float64
456,"S.05.01.01.01,r0820,c0020",S.05.01.01.01,r0820,c0020,int64
457,"S.05.01.01.01,r0840,c0020",S.05.01.01.01,r0840,c0020,int64
458,"S.05.01.01.01,r0900,c0020",S.05.01.01.01,r0900,c0020,float64
459,"S.05.01.01.01,r0910,c0020",S.05.01.01.01,r0910,c0020,int64
460,"S.05.01.01.01,r0920,c0020",S.05.01.01.01,r0920,c0020,int64
461,"S.05.01.01.01,r0940,c0020",S.05.01.01.01,r0940,c0020,int64
462,"S.05.01.01.01,r1000,c0020",S.05.01.01.01,r1000,c0020,int64
463,"S.05.01.01.01,r1010,c0020",S.05.01.01.01,r1010,c0020,int64
464,"S.05.01.01.01,r1020,c0020",S.05.01.01.01,r1020,c0020,int64
465,"S.05.01.01.01,r1040,c0020",S.05.01.01.01,r1040,c0020,int64
466,"S.05.01.01.01,r1100,c0020",S.05.01.01.01,r1100,c0020,int64
467,"S.05.01.01.01,r0110,c0030",S.05.01.01.01,r0110,c0030,int64
468,"S.05.01.01.01,r0120,c0030",S.05.01.01.01,r0120,c0030,int64
469,"S.05.01.01.01,r0140,c0030",S.05.01.01.01,r0140,c0030,int64
470,"S.05.01.01.01,r0200,c0030",S.05.01.01.01,r0200,c0030,int64
471,"S.05.01.01.01,r0210,c0030",S.05.01.01.01,r0210,c0030,int64
472,"S.05.01.01.01,r0220,c0030",S.05.01.01.01,r0220,c0030,int64
473,"S.05.01.01.01,r0240,c0030",S.05.01.01.01,r0240,c0030,int64
474,"S.05.01.01.01,r0300,c0030",S.05.01.01.01,r0300,c0030,int64
475,"S.05.01.01.01,r0310,c0030",S.05.01.01.01,r0310,c0030,int64
476,"S.05.01.01.01,r0320,c0030",S.05.01.01.01,r0320,c0030,int64
477,"S.05.01.01.01,r0340,c0030",S.05.01.01.01,r0340,c0030,int64
478,"S.05.01.01.01,r0400,c0030",S.05.01.01.01,r0400,c0030,int64
479,"S.05.01.01.01,r0410,c0030",S.05.01.01.01,r0410,c0030,int64
480,"S.05.01.01.01,r0420,c0030",S.05.01.01.01,r0420,c0030,int64
481,"S.05.01.01.01,r0440,c0030",S.05.01.01.01,r0440,c0030,int64
482,"S.05.01.01.01,r0500,c0030",S.05.01.01.01,r0500,c0030,int64
483,"S.05.01.01.01,r0550,c0030",S.05.01.01.01,r0550,c0030,int64
484,"S.05.01.01.01,r0610,c0030",S.05.01.01.01,r0610,c0030,int64
485,"S.05.01.01.01,r0620,c0030",S.05.01.01.01,r0620,c0030,int64
486,"S.05.01.01.01,r0640,c0030",S.05.01.01.01,r0640,c0030,int64
487,"S.05.01.01.01,r0700,c0030",S.05.01.01.01,r0700,c0030,int64
488,"S.05.01.01.01,r0710,c0030",S.05.01.01.01,r0710,c0030,int64
489,"S.05.01.01.01,r0720,c0030",S.05.01.01.01,r0720,c0030,int64
490,"S.05.01.01.01,r0740,c0030",S.05.01.01.01,r0740,c0030,int64
491,"S.05.01.01.01,r0800,c0030",S.05.01.01.01,r0800,c0030,int64
492,"S.05.01.01.01,r0810,c0030",S.05.01.01.01,r0810,c0030,int64
493,"S.05.01.01.01,r0820,c0030",S.05.01.01.01,r0820,c0030,int64
494,"S.05.01.01.01,r0840,c0030",S.05.01.01.01,r0840,c0030,int64
495,"S.05.01.01.01,r0900,c0030",S.05.01.01.01,r0900,c0030,int64
496,"S.05.01.01.01,r0910,c0030",S.05.01.01.01,r0910,c0030,int64
497,"S.05.01.01.01,r0920,c0030",S.05.01.01.01,r0920,c0030,int64
498,"S.05.01.01.01,r0940,c0030",S.05.01.01.01,r0940,c0030,int64
499,"S.05.01.01.01,r1000,c0030",S.05.01.01.01,r1000,c0030,int64
500,"S.05.01.01.01,r1010,c0030",S.05.01.01.01,r1010,c0030,int64
501,"S.05.01.01.01,r1020,c0030",S.05.01.01.01,r1020,c0030,int64
502,"S.05.01.01.01,r1040,c0030",S.05.01.01.01,r1040,c0030,int64
503,"S.05.01.01.01,r1100,c0030",S.05.01.01.01,r1100,c0030,int64
504,"S.05.01.01.01,r0110,c0040",S.05.01.01.01,r0110,c0040,int64
505,"S.05.01.01.01,r0120,c0040",S.05.01.01.01,r0120,c0040,int64
506,"S.05.01.01.01,r0140,c0040",S.05.01.01.01,r0140,c0040,int64
507,"S.05.01.01.01,r0200,c0040",S.05.01.01.01,r0200,c0040,int64
508,"S.05.01.01.01,r0210,c0040",S.05.01.01.01,r0210,c0040,int64
509,"S.05.01.01.01,r0220,c0040",S.05.01.01.01,r0220,c0040,int64
510,"S.05.01.01.01,r0240,c0040",S.05.01.01.01,r0240,c0040,int64
511,"S.05.01.01.01,r0300,c0040",S.05.01.01.01,r0300,c0040,int64
512,"S.05.01.01.01,r0310,c0040",S.05.01.01.01,r0310,c0040,int64
513,"S.05.01.01.01,r0320,c0040",S.05.01.01.01,r0320,c0040,int64
514,"S.05.01.01.01,r0340,c0040",S.05.01.01.01,r0340,c0040,int64
515,"S.05.01.01.01,r0400,c0040",S.05.01.01.01,r0400,c0040,int64
516,"S.05.01.01.01,r0410,c0040",S.05.01.01.01,r0410,c0040,int64
517,"S.05.01.01.01,r0420,c0040",S.05.01.01.01,r0420,c0040,int64
518,"S.05.01.01.01,r0440,c0040",S.05.01.01.01,r0440,c0040,int64
519,"S.05.01.01.01,r0500,c0040",S.05.01.01.01,r0500,c0040,int64
520,"S.05.01.01.01,r0550,c0040",S.05.01.01.01,r0550,c0040,int64
521,"S.05.01.01.01,r0610,c0040",S.05.01.01.01,r0610,c0040,int64
522,"S.05.01.01.01,r0620,c0040",S.05.01.01.01,r0620,c0040,int64
523,"S.05.01.01.01,r0640,c0040",S.05.01.01.01,r0640,c0040,int64
524,"S.05.01.01.01,r0700,c0040",S.05.01.01.01,r0700,c0040,int64
525,"S.05.01.01.01,r0710,c0040",S.05.01.01.01,r0710,c0040,int64
526,"S.05.01.01.01,r0720,c0040",S.05.01.01.01,r0720,c0040,int64
527,"S.05.01.01.01,r0740,c0040",S.05.01.01.01,r0740,c0040,int64
528,"S.05.01.01.01,r0800,c0040",S.05.01.01.01,r0800,c0040,int64
529,"S.05.01.01.01,r0810,c0040",S.05.01.01.01,r0810,c0040,int64
530,"S.05.01.01.01,r0820,c0040",S.05.01.01.01,r0820,c0040,int64
531,"S.05.01.01.01,r0840,c0040",S.05.01.01.01,r0840,c0040,int64
532,"S.05.01.01.01,r0900,c0040",S.05.01.01.01,r0900,c0040,int64
533,"S.05.01.01.01,r0910,c0040",S.05.01.01.01,r0910,c0040,int64
534,"S.05.01.01.01,r0920,c0040",S.05.01.01.01,r0920,c0040,int64
535,"S.05.01.01.01,r0940,c0040",S.05.01.01.01,r0940,c0040,int64
536,"S.05.01.01.01,r1000,c0040",S.05.01.01.01,r1000,c0040,int64
537,"S.05.01.01.01,r1010,c0040",S.05.01.01.01,r1010,c0040,int64
538,"S.05.01.01.01,r1020,c0040",S.05.01.01.01,r1020,c0040,int64
539,"S.05.01.01.01,r1040,c0040",S.05.01.01.01,r1040,c0040,int64
540,"S.05.01.01.01,r1100,c0040",S.05.01.01.01,r1100,c0040,int64
541,"S.05.01.01.01,r0110,c0050",S.05.01.01.01,r0110,c0050,int64
542,"S.05.01.01.01,r0120,c0050",S.05.01.01.01,r0120,c0050,int64
543,"S.05.01.01.01,r0140,c0050",S.05.01.01.01,r0140,c0050,int64
544,"S.05.01.01.01,r0200,c0050",S.05.01.01.01,r0200,c0050,int64
545,"S.05.01.01.01,r0210,c0050",S.05.01.01.01,r0210,c0050,int64
546,"S.05.01.01.01,r0220,c0050",S.05.01.01.01,r0220,c0050,int64
547,"S.05.01.01.01,r0240,c0050",S.05.01.01.01,r0240,c0050,int64
548,"S.05.01.01.01,r0300,c0050",S.05.01.01.01,r0300,c0050,int64
549,"S.05.01.01.01,r0310,c0050",S.05.01.01.01,r0310,c0050,int64
550,"S.05.01.01.01,r0320,c0050",S.05.01.01.01,r0320,c0050,int64
551,"S.05.01.01.01,r0340,c0050",S.05.01.01.01,r0340,c0050,int64
552,"S.05.01.01.01,r0400,c0050",S.05.01.01.01,r0400,c0050,int64
553,"S.05.01.01.01,r0410,c0050",S.05.01.01.01,r0410,c0050,int64
554,"S.05.01.01.01,r0420,c0050",S.05.01.01.01,r0420,c0050,int64
555,"S.05.01.01.01,r0440,c0050",S.05.01.01.01,r0440,c0050,int64
556,"S.05.01.01.01,r0500,c0050",S.05.01.01.01,r0500,c0050,int64
557,"S.05.01.01.01,r0550,c0050",S.05.01.01.01,r0550,c0050,int64
558,"S.05.01.01.01,r0610,c0050",S.05.01.01.01,r0610,c0050,int64
559,"S.05.01.01.01,r0620,c0050",S.05.01.01.01,r0620,c0050,int64
560,"S.05.01.01.01,r0640,c0050",S.05.01.01.01,r0640,c0050,int64
561,"S.05.01.01.01,r0700,c0050",S.05.01.01.01,r0700,c0050,int64
562,"S.05.01.01.01,r0710,c0050",S.05.01.01.01,r0710,c0050,int64
563,"S.05.01.01.01,r0720,c0050",S.05.01.01.01,r0720,c0050,int64
564,"S.05.01.01.01,r0740,c0050",S.05.01.01.01,r0740,c0050,int64
565,"S.05.01.01.01,r0800,c0050",S.05.01.01.01,r0800,c0050,int64
566,"S.05.01.01.01,r0810,c0050",S.05.01.01.01,r0810,c0050,int64
567,"S.05.01.01.01,r0820,c0050",S.05.01.01.01,r0820,c0050,int64
568,"S.05.01.01.01,r0840,c0050",S.05.01.01.01,r0840,c0050,int64
569,"S.05.01.01.01,r0900,c0050",S.05.01.01.01,r0900,c0050,int64
570,"S.05.01.01.01,r0910,c0050",S.05.01.01.01,r0910,c0050,int64
571,"S.05.01.01.01,r0920,c0050",S.05.01.01.01,r0920,c0050,int64
572,"S.05.01.01.01,r0940,c0050",S.05.01.01.01,r0940,c0050,int64
573,"S.05.01.01.01,r1000,c0050",S.05.01.01.01,r1000,c0050,int64
574,"S.05.01.01.01,r1010,c0050",S.05.01.01.01,r1010,c0050,int64
575,"S.05.01.01.01,r1020,c0050",S.05.01.01.01,r1020,c0050,int64
576,"S.05.01.01.01,r1040,c0050",S.05.01.01.01,r1040,c0050,int64
577,"S.05.01.01.01,r1100,c0050",S.05.01.01.01,r1100,c0050,int64
578,"S.05.01.01.01,r0110,c0060",S.05.01.01.01,r0110,c0060,int64
579,"S.05.01.01.01,r0120,c0060",S.05.01.01.01,r0120,c0060,int64
580,"S.05.01.01.01,r0140,c0060",S.05.01.01.01,r0140,c0060,int64
581,"S.05.01.01.01,r0200,c0060",S.05.01.01.01,r0200,c0060,int64
582,"S.05.01.01.01,r0210,c0060",S.05.01.01.01,r0210,c0060,int64
583,"S.05.01.01.01,r0220,c0060",S.05.01.01.01,r0220,c0060,int64
584,"S.05.01.01.01,r0240,c0060",S.05.01.01.01,r0240,c0060,int64
585,"S.05.01.01.01,r0300,c0060",S.05.01.01.01,r0300,c0060,int64
586,"S.05.01.01.01,r0310,c0060",S.05.01.01.01,r0310,c0060,int64
587,"S.05.01.01.01,r0320,c0060",S.05.01.01.01,r0320,c0060,int64
588,"S.05.01.01.01,r0340,c0060",S.05.01.01.01,r0340,c0060,int64
589,"S.05.01.01.01,r0400,c0060",S.05.01.01.01,r0400,c0060,int64
590,"S.05.01.01.01,r0410,c0060",S.05.01.01.01,r0410,c0060,int64
591,"S.05.01.01.01,r0420,c0060",S.05.01.01.01,r0420,c0060,int64
592,"S.05.01.01.01,r0440,c0060",S.05.01.01.01,r0440,c0060,int64
593,"S.05.01.01.01,r0500,c0060",S.05.01.01.01,r0500,c0060,int64
594,"S.05.01.01.01,r0550,c0060",S.05.01.01.01,r0550,c0060,int64
595,"S.05.01.01.01,r0610,c0060",S.05.01.01.01,r0610,c0060,int64
596,"S.05.01.01.01,r0620,c0060",S.05.01.01.01,r0620,c0060,int64
597,"S.05.01.01.01,r0640,c0060",S.05.01.01.01,r0640,c0060,int64
598,"S.05.01.01.01,r0700,c0060",S.05.01.01.01,r0700,c0060,int64
599,"S.05.01.01.01,r0710,c0060",S.05.01.01.01,r0710,c0060,int64
600,"S.05.01.01.01,r0720,c0060",S.05.01.01.01,r0720,c0060,int64
601,"S.05.01.01.01,r0740,c0060",S.05.01.01.01,r0740,c0060,int64
602,"S.05.01.01.01,r0800,c0060",S.05.01.01.01,r0800,c0060,int64
603,"S.05.01.01.01,r0810,c0060",S.05.01.01.01,r0810,c0060,int64
604,"S.05.01.01.01,r0820,c0060",S.05.01.01.01,r0820,c0060,int64
605,"S.05.01.01.01,r0840,c0060",S.05.01.01.01,r0840,c0060,int64
606,"S.05.01.01.01,r0900,c0060",S.05.01.01.01,r0900,c0060,int64
607,"S.05.01.01.01,r0910,c0060",S.05.01.01.01,r0910,c0060,int64
608,"S.05.01.01.01,r0920,c0060",S.05.01.01.01,r0920,c0060,int64
609,"S.05.01.01.01,r0940,c0060",S.05.01.01.01,r0940,c0060,int64
610,"S.05.01.01.01,r1000,c0060",S.05.01.01.01,r1000,c0060,int64
611,"S.05.01.01.01,r1010,c0060",S.05.01.01.01,r1010,c0060,int64
612,"S.05.01.01.01,r1020,c0060",S.05.01.01.01,r1020,c0060,int64
613,"S.05.01.01.01,r1040,c0060",S.05.01.01.01,r1040,c0060,int64
614,"S.05.01.01.01,r1100,c0060",S.05.01.01.01,r1100,c0060,int64
615,"S.05.01.01.01,r0110,c0070",S.05.01.01.01,r0110,c0070,float64
616,"S.05.01.01.01,r0120,c0070",S.05.01.01.01,r0120,c0070,int64
617,"S.05.01.01.01,r0140,c0070",S.05.01.01.01,r0140,c0070,int64
618,"S.05.01.01.01,r0200,c0070",S.05.01.01.01,r0200,c0070,float64
619,"S.05.01.01.01,r0210,c0070",S.05.01.01.01,r0210,c0070,float64
620,"S.05.01.01.01,r0220,c0070",S.05.01.01.01,r0220,c0070,int64
621,"S.05.01.01.01,r0240,c0070",S.05.01.01.01,r0240,c0070,int64
622,"S.05.01.01.01,r0300,c0070",S.05.01.01.01,r0300,c0070,float64
623,"S.05.01.01.01,r0310,c0070",S.05.01.01.01,r0310,c0070,float64
624,"S.05.01.01.01,r0320,c0070",S.05.01.01.01,r0320,c0070,int64
625,"S.05.01.01.01,r0340,c0070",S.05.01.01.01,r0340,c0070,int64
626,"S.05.01.01.01,r0400,c0070",S.05.01.01.01,r0400,c0070,float64
627,"S.05.01.01.01,r0410,c0070",S.05.01.01.01,r0410,c0070,int64
628,"S.05.01.01.01,r0420,c0070",S.05.01.01.01,r0420,c0070,int64
629,"S.05.01.01.01,r0440,c0070",S.05.01.01.01,r0440,c0070,int64
630,"S.05.01.01.01,r0500,c0070",S.05.01.01.01,r0500,c0070,int64
631,"S.05.01.01.01,r0550,c0070",S.05.01.01.01,r0550,c0070,float64
632,"S.05.01.01.01,r0610,c0070",S.05.01.01.01,r0610,c0070,float64
633,"S.05.01.01.01,r0620,c0070",S.05.01.01.01,r0620,c0070,int64
634,"S.05.01.01.01,r0640,c0070",S.05.01.01.01,r0640,c0070,int64
635,"S.05.01.01.01,r0700,c0070",S.05.01.01.01,r0700,c0070,float64
636,"S.05.01.01.01,r0710,c0070",S.05.01.01.01,r0710,c0070,float64
637,"S.05.01.01.01,r0720,c0070",S.05.01.01.01,r0720,c0070,int64
638,"S.05.01.01.01,r0740,c0070",S.05.01.01.01,r0740,c0070,int64
639,"S.05.01.01.01,r0800,c0070",S.05.01.01.01,r0800,c0070,float64
640,"S.05.01.01.01,r0810,c0070",S.05.01.01.01,r0810,c0070,float64
641,"S.05.01.01.01,r0820,c0070",S.05.01.01.01,r0820,c0070,int64
642,"S.05.01.01.01,r0840,c0070",S.05.01.01.01,r0840,c0070,int64
643,"S.05.01.01.01,r0900,c0070",S.05.01.01.01,r0900,c0070,float64
644,"S.05.01.01.01,r0910,c0070",S.05.01.01.01,r0910,c0070,float64
645,"S.05.01.01.01,r0920,c0070",S.05.01.01.01,r0920,c0070,int64
646,"S.05.01.01.01,r0940,c0070",S.05.01.01.01,r0940,c0070,int64
647,"S.05.01.01.01,r1000,c0070",S.05.01.01.01,r1000,c0070,float64
648,"S.05.01.01.01,r1010,c0070",S.05.01.01.01,r1010,c0070,float64
649,"S.05.01.01.01,r1020,c0070",S.05.01.01.01,r1020,c0070,int64
650,"S.05.01.01.01,r1040,c0070",S.05.01.01.01,r1040,c0070,int64
651,"S.05.01.01.01,r1100,c0070",S.05.01.01.01,r1100,c0070,float64
652,"S.05.01.01.01,r0110,c0080",S.05.01.01.01,r0110,c0080,int64
653,"S.05.01.01.01,r0120,c0080",S.05.01.01.01,r0120,c0080,int64
654,"S.05.01.01.01,r0140,c0080",S.05.01.01.01,r0140,c0080,int64
655,"S.05.01.01.01,r0200,c0080",S.05.01.01.01,r0200,c0080,int64
656,"S.05.01.01.01,r0210,c0080",S.05.01.01.01,r0210,c0080,int64
657,"S.05.01.01.01,r0220,c0080",S.05.01.01.01,r0220,c0080,int64
658,"S.05.01.01.01,r0240,c0080",S.05.01.01.01,r0240,c0080,int64
659,"S.05.01.01.01,r0300,c0080",S.05.01.01.01,r0300,c0080,int64
660,"S.05.01.01.01,r0310,c0080",S.05.01.01.01,r0310,c0080,int64
661,"S.05.01.01.01,r0320,c0080",S.05.01.01.01,r0320,c0080,int64
662,"S.05.01.01.01,r0340,c0080",S.05.01.01.01,r0340,c0080,int64
663,"S.05.01.01.01,r0400,c0080",S.05.01.01.01,r0400,c0080,int64
664,"S.05.01.01.01,r0410,c0080",S.05.01.01.01,r0410,c0080,int64
665,"S.05.01.01.01,r0420,c0080",S.05.01.01.01,r0420,c0080,int64
666,"S.05.01.01.01,r0440,c0080",S.05.01.01.01,r0440,c0080,int64
667,"S.05.01.01.01,r0500,c0080",S.05.01.01.01,r0500,c0080,int64
668,"S.05.01.01.01,r0550,c0080",S.05.01.01.01,r0550,c0080,int64
669,"S.05.01.01.01,r0610,c0080",S.05.01.01.01,r0610,c0080,int64
670,"S.05.01.01.01,r0620,c0080",S.05.01.01.01,r0620,c0080,int64
