,datapoint,template,row,column,dtype
737,"S.05.01.01.01,r0400,c0100",S.05.01.01.01,r0400,c0100,int64
738,"S.05.01.01.01,r0410,c0100",S.05.01.01.01,r0410,c0100,int64
739,"S.05.01.01.01,r0420,c0100",S.05.01.01.01,r0420,c0100,int64
740,"S.05.01.01.01,r0440,c0100",S.05.01.01.01,r0440,c0100,int64
741,"S.05.01.01.01,r0500,c0100",S.05.01.01.01,r0500,c0100,int64
742,"S.05.01.01.01,r0550,c0100",S.05.01.01.01,r0550,c0100,int64
743,"S.05.01.01.01,r0610,c0100",S.05.01.01.01,r0610,c0100,int64
744,"S.05.01.01.01,r0620,c0100",S.05.01.01.01,r0620,c0100,int64
745,"S.05.01.01.01,r0640,c0100",S.05.01.01.01,r0640,c0100,int64
746,"S.05.01.01.01,r0700,c0100",S.05.01.01.01,r0700,c0100,int64
747,"S.05.01.01.01,r0710,c0100",S.05.01.01.01,r0710,c0100,int64
748,"S.05.01.01.01,r0720,c0100",S.05.01.01.01,r0720,c0100,int64
749,"S.05.01.01.01,r0740,c0100",S.05.01.01.01,r0740,c0100,int64
750,"S.05.01.01.01,r0800,c0100",S.05.01.01.01,r0800,c0100,int64
751,"S.05.01.01.01,r0810,c0100",S.05.01.01.01,r0810,c0100,int64
752,"S.05.01.01.01,r0820,c0100",S.05.01.01.01,r0820,c0100,int64
753,"S.05.01.01.01,r0840,c0100",S.05.01.01.01,r0840,c0100,int64
754,"S.05.01.01.01,r0900,c0100",S.05.01.01.01,r0900,c0100,int64
755,"S.05.01.01.01,r0910,c0100",S.05.01.01.01,r0910,c0100,int64
756,"S.05.01.01.01,r0920,c0100",S.05.01.01.01,r0920,c0100,int64
757,"S.05.01.01.01,r0940,c0100",S.05.01.01.01,r0940,c0100,int64
758,"S.05.01.01.01,r1000,c0100",S.05.01.01.01,r1000,c0100,int64
759,"S.05.01.01.01,r1010,c0100",S.05.01.01.01,r1010,c0100,int64
760,"S.05.01.01.01,r1020,c0100",S.05.01.01.01,r1020,c0100,int64
761,"S.05.01.01.01,r1040,c0100",S.05.01.01.01,r1040,c0100,int64
762,"S.05.01.01.01,r1100,c0100",S.05.01.01.01,r1100,c0100,int64
763,"S.05.01.01.01,r0110,c0110",S.05.01.01.01,r0110,c0110,int64
764,"S.05.01.01.01,r0120,c0110",S.05.01.01.01,r0120,c0110,int64
765,"S.05.01.01.01,r0140,c0110",S.05.01.01.01,r0140,c0110,int64
766,"S.05.01.01.01,r0200,c0110",S.05.01.01.01,r0200,c0110,int64
767,"S.05.01.01.01,r0210,c0110",S.05.01.01.01,r0210,c0110,int64
768,"S.05.01.01.01,r0220,c0110",S.05.01.01.01,r0220,c0110,int64
769,"S.05.01.01.01,r0240,c0110",S.05.01.01.01,r0240,c0110,int64
770,"S.05.01.01.01,r0300,c0110",S.05.01.01.01,r0300,c0110,int64
771,"S.05.01.01.01,r0310,c0110",S.05.01.01.01,r0310,c0110,int64
772,"S.05.01.01.01,r0320,c0110",S.05.01.01.01,r0320,c0110,int64
773,"S.05.01.01.01,r0340,c0110",S.05.01.01.01,r0340,c0110,int64
774,"S.05.01.01.01,r0400,c0110",S.05.01.01.01,r0400,c0110,int64
775,"S.05.01.01.01,r0410,c0110",S.05.01.01.01,r0410,c0110,int64
776,"S.05.01.01.01,r0420,c0110",S.05.01.01.01,r0420,c0110,int64
777,"S.05.01.01.01,r0440,c0110",S.05.01.01.01,r0440,c0110,int64
778,"S.05.01.01.01,r0500,c0110",S.05.01.01.01,r0500,c0110,int64
779,"S.05.01.01.01,r0550,c0110",S.05.01.01.01,r0550,c0110,int64
780,"S.05.01.01.01,r0610,c0110",S.05.01.01.01,r0610,c0110,int64
781,"S.05.01.01.01,r0620,c0110",S.05.01.01.01,r0620,c0110,int64
782,"S.05.01.01.01,r0640,c0110",S.05.01.01.01,r0640,c0110,int64
783,"S.05.01.01.01,r0700,c0110",S.05.01.01.01,r0700,c0110,int64
784,"S.05.01.01.01,r0710,c0110",S.05.01.01.01,r0710,c0110,int64
785,"S.05.01.01.01,r0720,c0110",S.05.01.01.01,r0720,c0110,int64
786,"S.05.01.01.01,r0740,c0110",S.05.01.01.01,r0740,c0110,int64
787,"S.05.01.01.01,r0800,c0110",S.05.01.01.01,r0800,c0110,int64
788,"S.05.01.01.01,r0810,c0110",S.05.01.01.01,r0810,c0110,int64
789,"S.05.01.01.01,r0820,c0110",S.05.01.01.01,r0820,c0110,int64
790,"S.05.01.01.01,r0840,c0110",S.05.01.01.01,r0840,c0110,int64
791,"S.05.01.01.01,r0900,c0110",S.05.01.01.01,r0900,c0110,int64
792,"S.05.01.01.01,r0910,c0110",S.05.01.01.01,r0910,c0110,int64
793,"S.05.01.01.01,r0920,c0110",S.05.01.01.01,r0920,c0110,int64
794,"S.05.01.01.01,r0940,c0110",S.05.01.01.01,r0940,c0110,int64
795,"S.05.01.01.01,r1000,c0110",S.05.01.01.01,r1000,c0110,int64
796,"S.05.01.01.01,r1010,c0110",S.05.01.01.01,r1010,c0110,int64
797,"S.05.01.01.01,r1020,c0110",S.05.01.01.01,r1020,c0110,int64
798,"S.05.01.01.01,r1040,c0110",S.05.01.01.01,r1040,c0110,int64
799,"S.05.01.01.01,r1100,c0110",S.05.01.01.01,r1100,c0110,int64
800,"S.05.01.01.01,r0110,c0120",S.05.01.01.01,r0110,c0120,int64
801,"S.05.01.01.01,r0120,c0120",S.05.01.01.01,r0120,c0120,int64
802,"S.05.01.01.01,r0140,c0120",S.05.01.01.01,r0140,c0120,int64
803,"S.05.01.01.01,r0200,c0120",S.05.01.01.01,r0200,c0120,int64
804,"S.05.01.01.01,r0210,c0120",S.05.01.01.01,r0210,c0120,int64
805,"S.05.01.01.01,r0220,c0120",S.05.01.01.01,r0220,c0120,int64
806,"S.05.01.01.01,r0240,c0120",S.05.01.01.01,r0240,c0120,int64
807,"S.05.01.01.01,r0300,c0120",S.05.01.01.01,r0300,c0120,int64
808,"S.05.01.01.01,r0310,c0120",S.05.01.01.01,r0310,c0120,int64
809,"S.05.01.01.01,r0320,c0120",S.05.01.01.01,r0320,c0120,int64
810,"S.05.01.01.01,r0340,c0120",S.05.01.01.01,r0340,c0120,int64
811,"S.05.01.01.01,r0400,c0120",S.05.01.01.01,r0400,c0120,int64
812,"S.05.01.01.01,r0410,c0120",S.05.01.01.01,r0410,c0120,int64
813,"S.05.01.01.01,r0420,c0120",S.05.01.01.01,r0420,c0120,int64
814,"S.05.01.01.01,r0440,c0120",S.05.01.01.01,r0440,c0120,int64
815,"S.05.01.01.01,r0500,c0120",S.05.01.01.01,r0500,c0120,int64
816,"S.05.01.01.01,r0550,c0120",S.05.01.01.01,r0550,c0120,int64
817,"S.05.01.01.01,r0610,c0120",S.05.01.01.01,r0610,c0120,int64
818,"S.05.01.01.01,r0620,c0120",S.05.01.01.01,r0620,c0120,int64
819,"S.05.01.01.01,r0640,c0120",S.05.01.01.01,r0640,c0120,int64
820,"S.05.01.01.01,r0700,c0120",S.05.01.01.01,r0700,c0120,int64
821,"S.05.01.01.01,r0710,c0120",S.05.01.01.01,r0710,c0120,int64
822,"S.05.01.01.01,r0720,c0120",S.05.01.01.01,r0720,c0120,int64
823,"S.05.01.01.01,r0740,c0120",S.05.01.01.01,r0740,c0120,int64
824,"S.05.01.01.01,r0800,c0120",S.05.01.01.01,r0800,c0120,int64
825,"S.05.01.01.01,r0810,c0120",S.05.01.01.01,r0810,c0120,int64
826,"S.05.01.01.01,r0820,c0120",S.05.01.01.01,r0820,c0120,int64
827,"S.05.01.01.01,r0840,c0120",S.05.01.01.01,r0840,c0120,int64
828,"S.05.01.01.01,r0900,c0120",S.05.01.01.01,r0900,c0120,int64
829,"S.05.01.01.01,r0910,c0120",S.05.01.01.01,r0910,c0120,int64
830,"S.05.01.01.01,r0920,c0120",S.05.01.01.01,r0920,c0120,int64
831,"S.05.01.01.01,r0940,c0120",S.05.01.01.01,r0940,c0120,int64
832,"S.05.01.01.01,r1000,c0120",S.05.01.01.01,r1000,c0120,int64
833,"S.05.01.01.01,r1010,c0120",S.05.01.01.01,r1010,c0120,int64
834,"S.05.01.01.01,r1020,c0120",S.05.01.01.01,r1020,c0120,int64
835,"S.05.01.01.01,r1040,c0120",S.05.01.01.01,r1040,c0120,int64
836,"S.05.01.01.01,r1100,c0120",S.05.01.01.01,r1100,c0120,int64
837,"S.05.01.01.01,r0130,c0130",S.05.01.01.01,r0130,c0130,int64
838,"S.05.01.01.01,r0140,c0130",S.05.01.01.01,r0140,c0130,int64
839,"S.05.01.01.01,r0200,c0130",S.05.01.01.01,r0200,c0130,int64
840,"S.05.01.01.01,r0230,c0130",S.05.01.01.01,r0230,c0130,int64
841,"S.05.01.01.01,r0240,c0130",S.05.01.01.01,r0240,c0130,int64
842,"S.05.01.01.01,r0300,c0130",S.05.01.01.01,r0300,c0130,int64
843,"S.05.01.01.01,r0330,c0130",S.05.01.01.01,r0330,c0130,int64
844,"S.05.01.01.01,r0340,c0130",S.05.01.01.01,r0340,c0130,int64
845,"S.05.01.01.01,r0400,c0130",S.05.01.01.01,r0400,c0130,int64
846,"S.05.01.01.01,r0430,c0130",S.05.01.01.01,r0430,c0130,int64
847,"S.05.01.01.01,r0440,c0130",S.05.01.01.01,r0440,c0130,int64
848,"S.05.01.01.01,r0500,c0130",S.05.01.01.01,r0500,c0130,int64
849,"S.05.01.01.01,r0550,c0130",S.05.01.01.01,r0550,c0130,int64
850,"S.05.01.01.01,r0630,c0130",S.05.01.01.01,r0630,c0130,int64
851,"S.05.01.01.01,r0640,c0130",S.05.01.01.01,r0640,c0130,int64
852,"S.05.01.01.01,r0700,c0130",S.05.01.01.01,r0700,c0130,int64
853,"S.05.01.01.01,r0730,c0130",S.05.01.01.01,r0730,c0130,int64
854,"S.05.01.01.01,r0740,c0130",S.05.01.01.01,r0740,c0130,int64
855,"S.05.01.01.01,r0800,c0130",S.05.01.01.01,r0800,c0130,int64
856,"S.05.01.01.01,r0830,c0130",S.05.01.01.01,r0830,c0130,int64
857,"S.05.01.01.01,r0840,c0130",S.05.01.01.01,r0840,c0130,int64
858,"S.05.01.01.01,r0900,c0130",S.05.01.01.01,r0900,c0130,int64
859,"S.05.01.01.01,r0930,c0130",S.05.01.01.01,r0930,c0130,int64
860,"S.05.01.01.01,r0940,c0130",S.05.01.01.01,r0940,c0130,int64
861,"S.05.01.01.01,r1000,c0130",S.05.01.01.01,r1000,c0130,int64
862,"S.05.01.01.01,r1030,c0130",S.05.01.01.01,r1030,c0130,int64
863,"S.05.01.01.01,r1040,c0130",S.05.01.01.01,r1040,c0130,int64
864,"S.05.01.01.01,r1100,c0130",S.05.01.01.01,r1100,c0130,int64
865,"S.05.01.01.01,r0130,c0140",S.05.01.01.01,r0130,c0140,int64
866,"S.05.01.01.01,r0140,c0140",S.05.01.01.01,r0140,c0140,int64
867,"S.05.01.01.01,r0200,c0140",S.05.01.01.01,r0200,c0140,int64
868,"S.05.01.01.01,r0230,c0140",S.05.01.01.01,r0230,c0140,int64
869,"S.05.01.01.01,r0240,c0140",S.05.01.01.01,r0240,c0140,int64
870,"S.05.01.01.01,r0300,c0140",S.05.01.01.01,r0300,c0140,int64
871,"S.05.01.01.01,r0330,c0140",S.05.01.01.01,r0330,c0140,int64
872,"S.05.01.01.01,r0340,c0140",S.05.01.01.01,r0340,c0140,int64
873,"S.05.01.01.01,r0400,c0140",S.05.01.01.01,r0400,c0140,int64
874,"S.05.01.01.01,r0430,c0140",S.05.01.01.01,r0430,c0140,int64
875,"S.05.01.01.01,r0440,c0140",S.05.01.01.01,r0440,c0140,int64
876,"S.05.01.01.01,r0500,c0140",S.05.01.01.01,r0500,c0140,int64
877,"S.05.01.01.01,r0550,c0140",S.05.01.01.01,r0550,c0140,int64
878,"S.05.01.01.01,r0630,c0140",S.05.01.01.01,r0630,c0140,int64
879,"S.05.01.01.01,r0640,c0140",S.05.01.01.01,r0640,c0140,int64
880,"S.05.01.01.01,r0700,c0140",S.05.01.01.01,r0700,c0140,int64
881,"S.05.01.01.01,r0730,c0140",S.05.01.01.01,r0730,c0140,int64
882,"S.05.01.01.01,r0740,c0140",S.05.01.01.01,r0740,c0140,int64
883,"S.05.01.01.01,r0800,c0140",S.05.01.01.01,r0800,c0140,int64
884,"S.05.01.01.01,r0830,c0140",S.05.01.01.01,r0830,c0140,int64
885,"S.05.01.01.01,r0840,c0140",S.05.01.01.01,r0840,c0140,int64
886,"S.05.01.01.01,r0900,c0140",S.05.01.01.01,r0900,c0140,int64
887,"S.05.01.01.01,r0930,c0140",S.05.01.01.01,r0930,c0140,int64
888,"S.05.01.01.01,r0940,c0140",S.05.01.01.01,r0940,c0140,int64
889,"S.05.01.01.01,r1000,c0140",S.05.01.01.01,r1000,c0140,int64
890,"S.05.01.01.01,r1030,c0140",S.05.01.01.01,r1030,c0140,int64
891,"S.05.01.01.01,r1040,c0140",S.05.01.01.01,r1040,c0140,int64
892,"S.05.01.01.01,r1100,c0140",S.05.01.01.01,r1100,c0140,int64
893,"S.05.01.01.01,r0130,c0150",S.05.01.01.01,r0130,c0150,int64
894,"S.05.01.01.01,r0140,c0150",S.05.01.01.01,r0140,c0150,int64
895,"S.05.01.01.01,r0200,c0150",S.05.01.01.01,r0200,c0150,int64
896,"S.05.01.01.01,r0230,c0150",S.05.01.01.01,r0230,c0150,int64
897,"S.05.01.01.01,r0240,c0150",S.05.01.01.01,r0240,c0150,int64
898,"S.05.01.01.01,r0300,c0150",S.05.01.01.01,r0300,c0150,int64
899,"S.05.01.01.01,r0330,c0150",S.05.01.01.01,r0330,c0150,int64
900,"S.05.01.01.01,r0340,c0150",S.05.01.01.01,r0340,c0150,int64
901,"S.05.01.01.01,r0400,c0150",S.05.01.01.01,r0400,c0150,int64
902,"S.05.01.01.01,r0430,c0150",S.05.01.01.01,r0430,c0150,int64
903,"S.05.01.01.01,r0440,c0150",S.05.01.01.01,r0440,c0150,int64
904,"S.05.01.01.01,r0500,c0150",S.05.01.01.01,r0500,c0150,int64
905,"S.05.01.01.01,r0550,c0150",S.05.01.01.01,r0550,c0150,int64
906,"S.05.01.01.01,r0630,c0150",S.05.01.01.01,r0630,c0150,int64
907,"S.05.01.01.01,r0640,c0150",S.05.01.01.01,r0640,c0150,int64
908,"S.05.01.01.01,r0700,c0150",S.05.01.01.01,r0700,c0150,int64
909,"S.05.01.01.01,r0730,c0150",S.05.01.01.01,r0730,c0150,int64
910,"S.05.01.01.01,r0740,c0150",S.05.01.01.01,r0740,c0150,int64
911,"S.05.01.01.01,r0800,c0150",S.05.01.01.01,r0800,c0150,int64
912,"S.05.01.01.01,r0830,c0150",S.05.01.01.01,r0830,c0150,int64
913,"S.05.01.01.01,r0840,c0150",S.05.01.01.01,r0840,c0150,int64
914,"S.05.01.01.01,r0900,c0150",S.05.01.01.01,r0900,c0150,int64
915,"S.05.01.01.01,r0930,c0150",S.05.01.01.01,r0930,c0150,int64
916,"S.05.01.01.01,r0940,c0150",S.05.01.01.01,r0940,c0150,int64
917,"S.05.01.01.01,r1000,c0150",S.05.01.01.01,r1000,c0150,int64
918,"S.05.01.01.01,r1030,c0150",S.05.01.01.01,r1030,c0150,int64
919,"S.05.01.01.01,r1040,c0150",S.05.01.01.01,r1040,c0150,int64
920,"S.05.01.01.01,r1100,c0150",S.05.01.01.01,r1100,c0150,int64
921,"S.05.01.01.01,r0130,c0160",S.05.01.01.01,r0130,c0160,int64
922,"S.05.01.01.01,r0140,c0160",S.05.01.01.01,r0140,c0160,int64
923,"S.05.01.01.01,r0200,c0160",S.05.01.01.01,r0200,c0160,int64
924,"S.05.01.01.01,r0230,c0160",S.05.01.01.01,r0230,c0160,int64
925,"S.05.01.01.01,r0240,c0160",S.05.01.01.01,r0240,c0160,int64
926,"S.05.01.01.01,r0300,c0160",S.05.01.01.01,r0300,c0160,int64
927,"S.05.01.01.01,r0330,c0160",S.05.01.01.01,r0330,c0160,int64
928,"S.05.01.01.01,r0340,c0160",S.05.01.01.01,r0340,c0160,int64
929,"S.05.01.01.01,r0400,c0160",S.05.01.01.01,r0400,c0160,int64
930,"S.05.01.01.01,r0430,c0160",S.05.01.01.01,r0430,c0160,int64
931,"S.05.01.01.01,r0440,c0160",S.05.01.01.01,r0440,c0160,int64
932,"S.05.01.01.01,r0500,c0160",S.05.01.01.01,r0500,c0160,int64
933,"S.05.01.01.01,r0550,c0160",S.05.01.01.01,r0550,c0160,int64
934,"S.05.01.01.01,r0630,c0160",S.05.01.01.01,r0630,c0160,int64
935,"S.05.01.01.01,r0640,c0160",S.05.01.01.01,r0640,c0160,int64
936,"S.05.01.01.01,r0700,c0160",S.05.01.01.01,r0700,c0160,int64
937,"S.05.01.01.01,r0730,c0160",S.05.01.01.01,r0730,c0160,int64
938,"S.05.01.01.01,r0740,c0160",S.05.01.01.01,r0740,c0160,int64
939,"S.05.01.01.01,r0800,c0160",S.05.01.01.01,r0800,c0160,int64
940,"S.05.01.01.01,r0830,c0160",S.05.01.01.01,r0830,c0160,int64
941,"S.05.01.01.01,r0840,c0160",S.05.01.01.01,r0840,c0160,int64
942,"S.05.01.01.01,r0900,c0160",S.05.01.01.01,r0900,c0160,int64
943,"S.05.01.01.01,r0930,c0160",S.05.01.01.01,r0930,c0160,int64
944,"S.05.01.01.01,r0940,c0160",S.05.01.01.01,r0940,c0160,int64
945,"S.05.01.01.01,r1000,c0160",S.05.01.01.01,r1000,c0160,int64
946,"S.05.01.01.01,r1030,c0160",S.05.01.01.01,r1030,c0160,int64
947,"S.05.01.01.01,r1040,c0160",S.05.01.01.01,r1040,c0160,int64
948,"S.05.01.01.01,r1100,c0160",S.05.01.01.01,r1100,c0160,int64
949,"S.05.01.01.01,r0110,c0200",S.05.01.01.01,r0110,c0200,float64
950,"S.05.01.01.01,r0120,c0200",S.05.01.01.01,r0120,c0200,int64
951,"S.05.01.01.01,r0130,c0200",S.05.01.01.01,r0130,c0200,int64
952,"S.05.01.01.01,r0140,c0200",S.05.01.01.01,r0140,c0200,int64
953,"S.05.01.01.01,r0200,c0200",S.05.01.01.01,r0200,c0200,float64
954,"S.05.01.01.01,r0210,c0200",S.05.01.01.01,r0210,c0200,float64
955,"S.05.01.01.01,r0220,c0200",S.05.01.01.01,r0220,c0200,int64
956,"S.05.01.01.01,r0230,c0200",S.05.01.01.01,r0230,c0200,int64
957,"S.05.01.01.01,r0240,c0200",S.05.01.01.01,r0240,c0200,int64
958,"S.05.01.01.01,r0300,c0200",S.05.01.01.01,r0300,c0200,float64
959,"S.05.01.01.01,r0310,c0200",S.05.01.01.01,r0310,c0200,float64
960,"S.05.01.01.01,r0320,c0200",S.05.01.01.01,r0320,c0200,int64
961,"S.05.01.01.01,r0330,c0200",S.05.01.01.01,r0330,c0200,int64
962,"S.05.01.01.01,r0340,c0200",S.05.01.01.01,r0340,c0200,int64
963,"S.05.01.01.01,r0400,c0200",S.05.01.01.01,r0400,c0200,float64
964,"S.05.01.01.01,r0410,c0200",S.05.01.01.01,r0410,c0200,int64
965,"S.05.01.01.01,r0420,c0200",S.05.01.01.01,r0420,c0200,int64
966,"S.05.01.01.01,r0430,c0200",S.05.01.01.01,r0430,c0200,int64
967,"S.05.01.01.01,r0440,c0200",S.05.01.01.01,r0440,c0200,int64
968,"S.05.01.01.01,r0500,c0200",S.05.01.01.01,r0500,c0200,int64
969,"S.05.01.01.01,r0550,c0200",S.05.01.01.01,r0550,c0200,float64
970,"S.05.01.01.01,r0610,c0200",S.05.01.01.01,r0610,c0200,float64
971,"S.05.01.01.01,r0620,c0200",S.05.01.01.01,r0620,c0200,int64
972,"S.05.01.01.01,r0630,c0200",S.05.01.01.01,r0630,c0200,int64
973,"S.05.01.01.01,r0640,c0200",S.05.01.01.01,r0640,c0200,int64
974,"S.05.01.01.01,r0700,c0200",S.05.01.01.01,r0700,c0200,float64
975,"S.05.01.01.01,r0710,c0200",S.05.01.01.01,r0710,c0200,float64
976,"S.05.01.01.01,r0720,c0200",S.05.01.01.01,r0720,c0200,int64
977,"S.05.01.01.01,r0730,c0200",S.05.01.01.01,r0730,c0200,int64
978,"S.05.01.01.01,r0740,c0200",S.05.01.01.01,r0740,c0200,int64
979,"S.05.01.01.01,r0800,c0200",S.05.01.01.01,r0800,c0200,float64
980,"S.05.01.01.01,r0810,c0200",S.05.01.01.01,r0810,c0200,float64
981,"S.05.01.01.01,r0820,c0200",S.05.01.01.01,r0820,c0200,int64
982,"S.05.01.01.01,r0830,c0200",S.05.01.01.01,r0830,c0200,int64
983,"S.05.01.01.01,r0840,c0200",S.05.01.01.01,r0840,c0200,int64
984,"S.05.01.01.01,r0900,c0200",S.05.01.01.01,r0900,c0200,float64
985,"S.05.01.01.01,r0910,c0200",S.05.01.01.01,r0910,c0200,float64
986,"S.05.01.01.01,r0920,c0200",S.05.01.01.01,r0920,c0200,int64
987,"S.05.01.01.01,r0930,c0200",S.05.01.01.01,r0930,c0200,int64
988,"S.05.01.01.01,r0940,c0200",S.05.01.01.01,r0940,c0200,int64
989,"S.05.01.01.01,r1000,c0200",S.05.01.01.01,r1000,c0200,float64
990,"S.05.01.01.01,r1010,c0200",S.05.01.01.01,r1010,c0200,float64
991,"S.05.01.01.01,r1020,c0200",S.05.01.01.01,r1020,c0200,int64
992,"S.05.01.01.01,r1030,c0200",S.05.01.01.01,r1030,c0200,int64
993,"S.05.01.01.01,r1040,c0200",S.05.01.01.01,r1040,c0200,int64
994,"S.05.01.01.01,r1100,c0200",S.05.01.01.01,r1100,c0200,float64
995,"S.05.01.01.01,r1200,c0200",S.05.01.01.01,r1200,c0200,float64
996,"S.05.01.01.01,r1300,c0200",S.05.01.01.01,r1300,c0200,float64
997,"S.05.01.01.02,r1410,c0210",S.05.01.01.02,r1410,c0210,int64
998,"S.05.01.01.02,r1420,c0210",S.05.01.01.02,r1420,c0210,int64
999,"S.05.01.01.02,r1500,c0210",S.05.01.01.02,r1500,c0210,int64
1000,"S.05.01.01.02,r1510,c0210",S.05.01.01.02,r1510,c0210,int64
1001,"S.05.01.01.02,r1520,c0210",S.05.01.01.02,r1520,c0210,int64
1002,"S.05.01.01.02,r1600,c0210",S.05.01.01.02,r1600,c0210,int64
1003,"S.05.01.01.02,r1610,c0210",S.05.01.01.02,r1610,c0210,int64
1004,"S.05.01.01.02,r1620,c0210",S.05.01.01.02,r1620,c0210,int64
1005,"S.05.01.01.02,r1700,c0210",S.05.01.01.02,r1700,c0210,int64
1006,"S.05.01.01.02,r1710,c0210",S.05.01.01.02,r1710,c0210,int64
1007,"S.05.01.01.02,r1720,c0210",S.05.01.01.02,r1720,c0210,int64
1008,"S.05.01.01.02,r1800,c0210",S.05.01.01.02,r1800,c0210,int64
1009,"S.05.01.01.02,r1900,c0210",S.05.01.01.02,r1900,c0210,int64
1010,"S.05.01.01.02,r1910,c0210",S.05.01.01.02,r1910,c0210,int64
1011,"S.05.01.01.02,r1920,c0210",S.05.01.01.02,r1920,c0210,int64
1012,"S.05.01.01.02,r2000,c0210",S.05.01.01.02,r2000,c0210,int64
1013,"S.05.01.01.02,r2010,c0210",S.05.01.01.02,r2010,c0210,int64
1014,"S.05.01.01.02,r2020,c0210",S.05.01.01.02,r2020,c0210,int64
1015,"S.05.01.01.02,r2100,c0210",S.05.01.01.02,r2100,c0210,int64
1016,"S.05.01.01.02,r2110,c0210",S.05.01.01.02,r2110,c0210,int64
1017,"S.05.01.01.02,r2120,c0210",S.05.01.01.02,r2120,c0210,int64
1018,"S.05.01.01.02,r2200,c0210",S.05.01.01.02,r2200,c0210,int64
1019,"S.05.01.01.02,r2210,c0210",S.05.01.01.02,r2210,c0210,int64
1020,"S.05.01.01.02,r2220,c0210",S.05.01.01.02,r2220,c0210,int64
1021,"S.05.01.01.02,r2300,c0210",S.05.01.01.02,r2300,c0210,int64
1022,"S.05.01.01.02,r2310,c0210",S.05.01.01.02,r2310,c0210,int64
1023,"S.05.01.01.02,r2320,c0210",S.05.01.01.02,r2320,c0210,int64
1024,"S.05.01.01.02,r2400,c0210",S.05.01.01.02,r2400,c0210,int64
1025,"S.05.01.01.02,r2700,c0210",S.05.01.01.02,r2700,c0210,int64
1026,"S.05.01.01.02,r1410,c0220",S.05.01.01.02,r1410,c0220,int64
1027,"S.05.01.01.02,r1420,c0220",S.05.01.01.02,r1420,c0220,int64
1028,"S.05.01.01.02,r1500,c0220",S.05.01.01.02,r1500,c0220,int64
1029,"S.05.01.01.02,r1510,c0220",S.05.01.01.02,r1510,c0220,int64
1030,"S.05.01.01.02,r1520,c0220",S.05.01.01.02,r1520,c0220,int64
1031,"S.05.01.01.02,r1600,c0220",S.05.01.01.02,r1600,c0220,int64
1032,"S.05.01.01.02,r1610,c0220",S.05.01.01.02,r1610,c0220,int64
1033,"S.05.01.01.02,r1620,c0220",S.05.01.01.02,r1620,c0220,int64
1034,"S.05.01.01.02,r1700,c0220",S.05.01.01.02,r1700,c0220,int64
1035,"S.05.01.01.02,r1710,c0220",S.05.01.01.02,r1710,c0220,int64
1036,"S.05.01.01.02,r1720,c0220",S.05.01.01.02,r1720,c0220,int64
1037,"S.05.01.01.02,r1800,c0220",S.05.01.01.02,r1800,c0220,int64
1038,"S.05.01.01.02,r1900,c0220",S.05.01.01.02,r1900,c0220,int64
1039,"S.05.01.01.02,r1910,c0220",S.05.01.01.02,r1910,c0220,int64
1040,"S.05.01.01.02,r1920,c0220",S.05.01.01.02,r1920,c0220,int64
1041,"S.05.01.01.02,r2000,c0220",S.05.01.01.02,r2000,c0220,int64
1042,"S.05.01.01.02,r2010,c0220",S.05.01.01.02,r2010,c0220,int64
1043,"S.05.01.01.02,r2020,c0220",S.05.01.01.02,r2020,c0220,int64
1044,"S.05.01.01.02,r2100,c0220",S.05.01.01.02,r2100,c0220,int64
1045,"S.05.01.01.02,r2110,c0220",S.05.01.01.02,r2110,c0220,int64
1046,"S.05.01.01.02,r2120,c0220",S.05.01.01.02,r2120,c0220,int64
1047,"S.05.01.01.02,r2200,c0220",S.05.01.01.02,r2200,c0220,int64
1048,"S.05.01.01.02,r2210,c0220",S.05.01.01.02,r2210,c0220,int64
1049,"S.05.01.01.02,r2220,c0220",S.05.01.01.02,r2220,c0220,int64
1050,"S.05.01.01.02,r2300,c0220",S.05.01.01.02,r2300,c0220,int64
1051,"S.05.01.01.02,r2310,c0220",S.05.01.01.02,r2310,c0220,int64
1052,"S.05.01.01.02,r2320,c0220",S.05.01.01.02,r2320,c0220,int64
1053,"S.05.01.01.02,r2400,c0220",S.05.01.01.02,r2400,c0220,int64
1054,"S.05.01.01.02,r2700,c0220",S.05.01.01.02,r2700,c0220,int64
1055,"S.05.01.01.02,r1410,c0230",S.05.01.01.02,r1410,c0230,int64
1056,"S.05.01.01.02,r1420,c0230",S.05.01.01.02,r1420,c0230,int64
1057,"S.05.01.01.02,r1500,c0230",S.05.01.01.02,r1500,c0230,int64
1058,"S.05.01.01.02,r1510,c0230",S.05.01.01.02,r1510,c0230,int64
1059,"S.05.01.01.02,r1520,c0230",S.05.01.01.02,r1520,c0230,int64
1060,"S.05.01.01.02,r1600,c0230",S.05.01.01.02,r1600,c0230,int64
1061,"S.05.01.01.02,r1610,c0230",S.05.01.01.02,r1610,c0230,int64
1062,"S.05.01.01.02,r1620,c0230",S.05.01.01.02,r1620,c0230,int64
1063,"S.05.01.01.02,r1700,c0230",S.05.01.01.02,r1700,c0230,int64
1064,"S.05.01.01.02,r1710,c0230",S.05.01.01.02,r1710,c0230,int64
1065,"S.05.01.01.02,r1720,c0230",S.05.01.01.02,r1720,c0230,int64
1066,"S.05.01.01.02,r1800,c0230",S.05.01.01.02,r1800,c0230,int64
1067,"S.05.01.01.02,r1900,c0230",S.05.01.01.02,r1900,c0230,int64
